title,company,location,field,education_level,salary_min,salary_max,salary_currency,job_type,deadline,url,source,scraped_at
Urban Planner,Rosewood Phnom Penh,Battambang,Engineering,Master,950,1950,USD,Part-time,2026-06-25,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.171877
Web Developer,UNICEF Cambodia,Kampot,IT / Technology,Bachelor,700,1300,USD,Full-time,2026-05-11,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.171892
Agribusiness Officer,Decathlon Cambodia,Phnom Penh,Agriculture,Bachelor,650,1350,USD,Full-time,2026-03-04,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.171906
IT Project Manager,WHO Cambodia,Takeo,IT / Technology,Master,1050,2200,USD,Full-time,2026-06-14,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.171918
Child Protection Officer,GIZ Cambodia,Kampot,NGO / Development,Master,950,1750,USD,Full-time,2026-03-05,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.171928
Soil Scientist,Camboplus MFI,Sihanoukville,Agriculture,Master,1000,1750,USD,Full-time,2026-05-21,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.171964
IT Security Officer,ABA Bank,Takeo,IT / Technology,Bachelor,700,1600,USD,Full-time,2026-04-19,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.171973
Food Security Analyst,Baker McKenzie,Phnom Penh,Agriculture,Master,950,1800,USD,Contract,2026-03-03,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.171982
Humanitarian Affairs Officer,GCGC,Phnom Penh,NGO / Development,Master,1250,2600,USD,Full-time,2026-03-09,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.171991
Treasury Analyst,LYP Group,Kandal,Finance / Banking,Master,1000,2050,USD,Part-time,2026-06-26,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172000
Irrigation Engineer,IFL University,Siem Reap,Agriculture,Bachelor,750,1550,USD,Part-time,2026-03-25,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.172008
Forestry Officer,Royal University of Phnom Penh,Takeo,Agriculture,Bachelor,650,1100,USD,Full-time,2026-03-10,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172017
DevOps Engineer,FHI 360,Takeo,IT / Technology,Bachelor,700,1800,USD,Part-time,2026-04-18,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172025
Factory Manager,Palladium Group,Siem Reap,Manufacturing,Master,1550,3400,USD,Full-time,2026-05-17,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172034
WASH Engineer,TPC MFI,Phnom Penh,NGO / Development,Bachelor,850,1650,USD,Full-time,2026-06-11,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172046
Chief Accountant,Swisscontact,Remote,Finance / Banking,Master,1150,2800,USD,Contract,2026-05-25,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172060
Child Protection Officer,DHL Cambodia,Kandal,NGO / Development,Master,1000,1800,USD,Contract,2026-03-16,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172078
Business Analyst,Anantara Angkor,Phnom Penh,IT / Technology,Bachelor,750,1700,USD,Full-time,2026-05-23,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172087
Maintenance Technician,TPC MFI,Remote,Manufacturing,College,400,750,USD,Full-time,2026-06-05,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.172099
Database Administrator,BookMeBus,Sihanoukville,IT / Technology,Bachelor,600,1600,USD,Contract,2026-04-02,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172115
Digital Marketing Officer,PwC Cambodia,Phnom Penh,Marketing / Sales,Bachelor,500,800,USD,Part-time,2026-04-09,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.172132
Factory Manager,Footprints International School,Kampot,Manufacturing,Master,1450,3150,USD,Full-time,2026-06-23,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172155
Procurement Officer,Cambodian ICT Center,Kandal,Manufacturing,Bachelor,800,1350,USD,Full-time,2026-04-19,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.172164
Early Childhood Educator,WHO Cambodia,Kampong Cham,Education,Bachelor,450,630,USD,Full-time,2026-03-25,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.172174
Finance Officer,Prince Bank,Remote,Finance / Banking,Bachelor,550,1150,USD,Full-time,2026-03-06,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172183
Math Lecturer,Vattanac Properties,Phnom Penh,Education,Bachelor,550,1150,USD,Full-time,2026-06-26,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.172191
Radiographer,Northbridge International School,Kampot,Healthcare,Bachelor,650,1350,USD,Full-time,2026-05-12,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172200
Credit Analyst,Sen Sok International,Takeo,Finance / Banking,Bachelor,500,1000,USD,Full-time,2026-06-26,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172213
In-house Counsel,Chip Mong Group,Siem Reap,Legal,Master,1400,3350,USD,Full-time,2026-04-08,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.172222
Inventory Controller,FHI 360,Sihanoukville,Manufacturing,Bachelor,550,950,USD,Part-time,2026-04-15,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172230
Paralegal,Chemonics,Siem Reap,Legal,Bachelor,650,1100,USD,Part-time,2026-06-18,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172239
Treasury Analyst,Park Hyatt Siem Reap,Battambang,Finance / Banking,Master,1050,2200,USD,Full-time,2026-03-12,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172248
Regulatory Affairs Officer,Manulife Cambodia,Siem Reap,Legal,Bachelor,900,1700,USD,Full-time,2026-03-23,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172256
Backend Developer,FPT Software,Takeo,IT / Technology,Bachelor,650,1500,USD,Full-time,2026-06-13,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172265
HR Officer,WHO Cambodia,Phnom Penh,HR / Admin,Bachelor,400,1050,USD,Contract,2026-06-24,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172291
Factory Manager,Pannasastra University,Phnom Penh,Manufacturing,Master,1400,3200,USD,Full-time,2026-04-19,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172309
Site Engineer,iDE Cambodia,Phnom Penh,Engineering,Bachelor,800,1350,USD,Full-time,2026-04-28,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172325
Branch Manager,Metfone,Phnom Penh,Finance / Banking,Master,1550,3200,USD,Full-time,2026-05-24,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172341
Structural Engineer,Camboplus MFI,Kandal,Engineering,Master,1100,2550,USD,Part-time,2026-05-01,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172351
SEO Specialist,PwC Cambodia,Phnom Penh,Marketing / Sales,Bachelor,400,1050,USD,Full-time,2026-06-17,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.172359
Network Engineer,iDE Cambodia,Phnom Penh,IT / Technology,Bachelor,700,1500,USD,Full-time,2026-03-19,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172368
Mechanical Engineer,FHI 360,Kampong Cham,Engineering,Bachelor,600,1550,USD,Full-time,2026-06-16,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.172376
Academic Coordinator,EZECOM,Battambang,Education,Master,900,1800,USD,Full-time,2026-06-09,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172385
Branch Manager,Habitat for Humanity,Takeo,Finance / Banking,Master,1600,3150,USD,Contract,2026-04-23,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172394
Restaurant Manager,Paragon International,Siem Reap,Hospitality,Bachelor,800,1800,USD,Contract,2026-04-04,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172402
Educational Consultant,Toyota Cambodia,Kampong Cham,Education,Master,1050,2300,USD,Part-time,2026-06-25,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172411
Production Planner,GIZ Cambodia,Siem Reap,Manufacturing,Bachelor,550,1250,USD,Part-time,2026-06-06,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172419
Nutrition Officer,Prince Bank,Prey Veng,NGO / Development,Bachelor,900,1600,USD,Full-time,2026-04-26,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.172428
CFO,WHO Cambodia,Siem Reap,Finance / Banking,Master,3100,6400,USD,Full-time,2026-03-27,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172437
MEAL Advisor,BookMeBus,Battambang,NGO / Development,Master,1400,3200,USD,Full-time,2026-05-05,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172446
Agribusiness Officer,Royal University of Phnom Penh,Siem Reap,Agriculture,Bachelor,700,1450,USD,Full-time,2026-05-28,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172454
IT Trainer,Royal Phnom Penh Hospital,Phnom Penh,Education,Bachelor,400,900,USD,Full-time,2026-06-03,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.172463
Medical Officer,Toyota Cambodia,Phnom Penh,Healthcare,Master,1200,2600,USD,Full-time,2026-06-09,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172477
SEO Specialist,MSI Surveys,Prey Veng,Marketing / Sales,Bachelor,450,950,USD,Full-time,2026-05-09,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172489
Korean Language Teacher,OCIC,Prey Veng,Education,Bachelor,400,800,USD,Contract,2026-05-19,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172498
Barista,Build Bright University,Battambang,Hospitality,College,350,630,USD,Full-time,2026-05-21,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172507
Executive Assistant,Care International,Siem Reap,HR / Admin,Bachelor,500,1250,USD,Full-time,2026-06-12,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172516
Curriculum Developer,JICA Cambodia,Prey Veng,Education,Master,700,1800,USD,Full-time,2026-04-07,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.172524
CAD Drafter,Hattha Bank,Kampong Cham,Engineering,College,500,950,USD,Full-time,2026-04-20,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172533
QA/QC Engineer,Metfone,Phnom Penh,Engineering,Bachelor,650,1100,USD,Full-time,2026-03-24,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172546
Finance Officer,Westview International School,Kampot,Finance / Banking,Bachelor,500,1050,USD,Full-time,2026-06-17,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172555
Contract Specialist,Hyatt Regency,Kampot,Legal,Bachelor,950,2000,USD,Contract,2026-03-15,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172564
Corporate Lawyer,UNICEF Cambodia,Kandal,Legal,Master,1500,3700,USD,Full-time,2026-06-19,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172573
IT Director,UNDP Cambodia,Battambang,IT / Technology,Master,2000,4350,USD,Full-time,2026-03-07,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172583
Logistics Officer,Manulife Cambodia,Prey Veng,NGO / Development,College,700,1250,USD,Full-time,2026-03-20,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172592
Inventory Controller,FPT Software,Battambang,Manufacturing,Bachelor,450,1150,USD,Full-time,2026-05-21,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172601
Livelihood Officer,EZECOM,Kampot,NGO / Development,Bachelor,600,1200,USD,Contract,2026-05-20,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172611
Math Lecturer,Royal University of Phnom Penh,Kandal,Education,Bachelor,400,1150,USD,Part-time,2026-06-05,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172620
DevOps Engineer,National Bank of Cambodia,Siem Reap,IT / Technology,Bachelor,900,1900,USD,Full-time,2026-04-08,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172629
Business Analyst,FHI 360,Kampot,IT / Technology,Bachelor,800,1600,USD,Contract,2026-04-09,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172638
Product Manager,Prudential Cambodia,Remote,Marketing / Sales,Master,950,1950,USD,Full-time,2026-05-22,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.172647
Medical Officer,Vattanac Properties,Kampong Cham,Healthcare,Master,1150,2700,USD,Full-time,2026-06-24,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172655
PR Manager,Vision Fund,Takeo,Marketing / Sales,Master,1100,2050,USD,Full-time,2026-06-25,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172664
Partnership Officer,Hagar International,Kampot,NGO / Development,Master,1100,2050,USD,Full-time,2026-05-18,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172673
Agronomist,WaterSHED,Battambang,Agriculture,Bachelor,700,1350,USD,Full-time,2026-06-18,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172682
Field Officer,World Bank Cambodia,Phnom Penh,Agriculture,Bachelor,600,1050,USD,Full-time,2026-06-20,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172691
Advocacy Officer,Save the Children,Remote,NGO / Development,Master,1050,2050,USD,Full-time,2026-04-05,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172699
Executive Chef,ABA Bank,Battambang,Hospitality,Bachelor,1000,1750,USD,Part-time,2026-06-21,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172708
Paralegal,Royal University of Phnom Penh,Phnom Penh,Legal,Bachelor,550,1350,USD,Full-time,2026-06-23,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172720
Housekeeper,MSI Surveys,Sihanoukville,Hospitality,College,250,350,USD,Full-time,2026-04-11,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172730
Tour Guide,MSI Surveys,Phnom Penh,Hospitality,Bachelor,500,900,USD,Full-time,2026-06-06,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172738
Training Specialist,WHO Cambodia,Kampong Cham,Education,Bachelor,650,1000,USD,Full-time,2026-03-07,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.172747
Software Engineer,Doctors Without Borders,Siem Reap,IT / Technology,Bachelor,500,1400,USD,Full-time,2026-03-13,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172755
Frontend Developer,ADB Cambodia,Phnom Penh,IT / Technology,Bachelor,500,1050,USD,Full-time,2026-03-03,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172764
In-house Counsel,Anantara Angkor,Sihanoukville,Legal,Master,1500,3350,USD,Full-time,2026-04-12,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.172772
Food Security Analyst,Tetra Tech,Phnom Penh,Agriculture,Master,950,1900,USD,Contract,2026-03-27,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172784
Food & Beverage Manager,Cellcard,Kandal,Hospitality,Bachelor,800,1800,USD,Part-time,2026-05-19,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172792
Regulatory Affairs Officer,Decathlon Cambodia,Kandal,Legal,Bachelor,750,1700,USD,Contract,2026-03-24,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172801
M&E Officer,Grab Cambodia,Phnom Penh,NGO / Development,Bachelor,850,1450,USD,Full-time,2026-06-21,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172810
Structural Engineer,GCGC,Kampong Cham,Engineering,Master,1300,2450,USD,Full-time,2026-05-27,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172818
Credit Analyst,Angkor Hospital,Siem Reap,Finance / Banking,Bachelor,650,1250,USD,Full-time,2026-06-10,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172828
Finance and Admin Officer,LYP Group,Phnom Penh,NGO / Development,Bachelor,550,1250,USD,Full-time,2026-05-25,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.172836
MEAL Advisor,Anantara Angkor,Phnom Penh,NGO / Development,Master,1550,3400,USD,Full-time,2026-04-15,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172845
English Teacher,Ministry of Economy and Finance,Sihanoukville,Education,Bachelor,300,700,USD,Full-time,2026-04-27,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172853
Mental Health Counselor,IFC Cambodia,Kandal,Healthcare,Master,750,1800,USD,Full-time,2026-03-16,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172862
Deputy Director,Wing Bank,Kampong Cham,NGO / Development,Master,2050,4200,USD,Full-time,2026-06-01,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172870
Marketing Director,Habitat for Humanity,Phnom Penh,Marketing / Sales,Master,1950,4150,USD,Full-time,2026-03-01,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172879
Contract Specialist,UNDP Cambodia,Phnom Penh,Legal,Bachelor,800,1750,USD,Full-time,2026-03-07,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172887
Field Coordinator,British Council,Takeo,NGO / Development,Bachelor,750,1300,USD,Full-time,2026-04-12,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.172896
Procurement Officer,FedEx Cambodia,Sihanoukville,Manufacturing,Bachelor,700,1550,USD,Full-time,2026-04-07,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172904
Front Desk Officer,Prudential Cambodia,Kandal,Hospitality,Bachelor,500,800,USD,Full-time,2026-05-09,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172914
Urban Planner,Chip Mong Group,Siem Reap,Engineering,Master,1050,2200,USD,Contract,2026-06-06,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172923
QA/QC Engineer,Cambodian ICT Center,Siem Reap,Engineering,Bachelor,600,1100,USD,Full-time,2026-03-14,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172931
Academic Coordinator,GIZ Cambodia,Prey Veng,Education,Master,900,1800,USD,Full-time,2026-06-05,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172940
Trade Finance Officer,Landell Mills,Siem Reap,Finance / Banking,Bachelor,650,1350,USD,Part-time,2026-06-06,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.172948
Production Planner,Hyatt Regency,Kampong Cham,Manufacturing,Bachelor,650,1350,USD,Full-time,2026-05-21,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.172960
QA/QC Engineer,ING Cambodia,Sihanoukville,Engineering,Bachelor,700,1250,USD,Full-time,2026-04-24,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.172975
AML Compliance Officer,Oxfam Cambodia,Siem Reap,Finance / Banking,Master,850,1750,USD,Full-time,2026-06-02,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.172989
HRIS Specialist,Sen Sok International,Siem Reap,HR / Admin,Bachelor,700,1450,USD,Full-time,2026-04-06,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173004
DevOps Engineer,JICA Cambodia,Phnom Penh,IT / Technology,Bachelor,800,1550,USD,Contract,2026-05-24,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173013
Early Childhood Educator,Tetra Tech,Phnom Penh,Education,Bachelor,400,680,USD,Full-time,2026-05-18,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.173022
Concierge,Royal University of Phnom Penh,Takeo,Hospitality,College,400,1000,USD,Full-time,2026-06-11,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173031
Brand Manager,Hagar International,Takeo,Marketing / Sales,Master,1050,2300,USD,Full-time,2026-05-09,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173040
Pediatrician,FHI 360,Kandal,Healthcare,Master,2000,4150,USD,Full-time,2026-04-24,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173048
Admin Coordinator,PwC Cambodia,Kandal,HR / Admin,Bachelor,450,900,USD,Full-time,2026-05-26,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173057
Backend Developer,World Food Programme,Takeo,IT / Technology,Bachelor,600,1400,USD,Full-time,2026-04-03,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.173066
MEAL Advisor,ACLEDA Bank,Phnom Penh,NGO / Development,Master,1400,3150,USD,Full-time,2026-06-08,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173078
Corporate Lawyer,DAI Global,Phnom Penh,Legal,Master,1600,3600,USD,Full-time,2026-05-18,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173092
CAD Drafter,Phillip Bank,Battambang,Engineering,College,350,700,USD,Full-time,2026-04-10,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173101
HR Business Partner,Pannasastra University,Phnom Penh,HR / Admin,Master,800,1900,USD,Full-time,2026-06-24,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173109
PR Manager,Pi Pay,Remote,Marketing / Sales,Master,1000,2300,USD,Full-time,2026-05-10,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.173120
Aquaculture Technician,MSI Surveys,Phnom Penh,Agriculture,Bachelor,550,1050,USD,Full-time,2026-04-22,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.173134
Cybersecurity Analyst,Zando,Siem Reap,IT / Technology,Master,850,1900,USD,Full-time,2026-04-16,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173151
Community Outreach Officer,Care International,Phnom Penh,NGO / Development,Bachelor,600,1350,USD,Full-time,2026-05-08,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173161
Sales Executive,Sofitel Phnom Penh,Phnom Penh,Marketing / Sales,College,350,950,USD,Full-time,2026-04-11,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173170
STEM Teacher,Park Hyatt Siem Reap,Siem Reap,Education,Bachelor,600,900,USD,Full-time,2026-05-12,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173184
Admin Coordinator,Paragon International,Phnom Penh,HR / Admin,Bachelor,550,800,USD,Full-time,2026-05-24,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173198
Product Manager,Sofitel Phnom Penh,Phnom Penh,Marketing / Sales,Master,950,1950,USD,Full-time,2026-06-27,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173215
Core Banking Specialist,FHI 360,Phnom Penh,Finance / Banking,Bachelor,800,1600,USD,Full-time,2026-06-07,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173230
Plant Manager,Zaman University,Battambang,Manufacturing,Master,1950,4300,USD,Full-time,2026-03-05,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.173244
Restaurant Manager,Phnom Penh SEZ,Siem Reap,Hospitality,Bachelor,800,1800,USD,Part-time,2026-04-21,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.173253
Sales Manager,Forte Insurance,Battambang,Marketing / Sales,Master,1200,2450,USD,Contract,2026-06-21,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173262
UX/UI Designer,IFC Cambodia,Battambang,IT / Technology,Bachelor,700,1400,USD,Full-time,2026-03-24,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.173291
University Lecturer,Cellcard,Phnom Penh,Education,Master,650,1300,USD,Full-time,2026-06-11,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173310
Child Protection Officer,PwC Cambodia,Siem Reap,NGO / Development,Master,850,1750,USD,Contract,2026-03-06,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.173327
Early Childhood Educator,Pi Pay,Phnom Penh,Education,Bachelor,450,680,USD,Full-time,2026-04-11,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173341
Project Manager,Camboplus MFI,Phnom Penh,NGO / Development,Master,950,2200,USD,Full-time,2026-05-07,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173350
Pharmacist,FHI 360,Phnom Penh,Healthcare,Bachelor,700,1350,USD,Contract,2026-04-02,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173359
Math Lecturer,Camboplus MFI,Prey Veng,Education,Bachelor,450,900,USD,Full-time,2026-05-05,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173367
Child Protection Officer,Tetra Tech,Remote,NGO / Development,Master,850,2000,USD,Full-time,2026-04-11,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173376
Plant Manager,Northbridge International School,Siem Reap,Manufacturing,Master,2100,4400,USD,Full-time,2026-05-16,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.173384
Midwife,Institute of Technology of Cambodia,Kampot,Healthcare,Bachelor,600,1150,USD,Part-time,2026-03-13,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173393
BIM Specialist,Footprints International School,Sihanoukville,Engineering,Bachelor,1000,1650,USD,Full-time,2026-03-23,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173402
Science Teacher,Camboplus MFI,Kampong Cham,Education,Bachelor,350,850,USD,Full-time,2026-04-02,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.173410
Contract Specialist,Institute of Technology of Cambodia,Phnom Penh,Legal,Bachelor,900,2000,USD,Full-time,2026-04-06,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.173419
Mobile App Developer,Honda Cambodia,Takeo,IT / Technology,Bachelor,550,1500,USD,Contract,2026-06-22,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.173427
HR Manager,Chip Mong Group,Phnom Penh,HR / Admin,Master,950,2300,USD,Part-time,2026-04-19,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173436
Library Officer,Konvergence,Sihanoukville,Education,Bachelor,300,650,USD,Contract,2026-06-09,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.173445
Senior Accountant,LYP Group,Siem Reap,Finance / Banking,Bachelor,750,1100,USD,Contract,2026-05-19,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.173457
Training & Development Officer,IFL University,Remote,HR / Admin,Bachelor,650,1300,USD,Full-time,2026-03-14,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.173466
